"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Anchor-c11n-8-84-3__sc-hn4bge-0 href 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""The Orchard Plan, Langley Hall, Caldwell, ID 83605"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""The Orchard Plan, Langley Hall"",""addressLocality"":""Caldwell"",""addressRegion"":""ID"",""postalCode"":""83605""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.641754,""longitude"":-116.59615},""url"":""https://www.zillow.com/community/langley-hall/2055282497_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - The Orchard Plan, Langley Hall"",""url"":""https://www.zillow.com/community/langley-hall/2055282497_zpid/"",""image"":""https://photos.zillowstatic.com/fp/b054b9f6338bce2f7bb61a50d5a7cb6d-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/community/langley-hall/2055282497_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""The Orchard Plan, Langley Hall"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""The Orchard Plan, Langley Hall"",""postalCode"":""83605"",""addressLocality"":""Caldwell"",""addressRegion"":""ID""}}],""offers"":{""price"":395990,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/community/langley-hall/2055282497_zpid/"",""validFrom"":""2023-09-28""}}","https://www.zillow.com/community/langley-hall/2055282497_zpid/","The Orchard Plan, Langley Hall","Hayden Homes, Inc.","$395,990+","- New construction","3","bds","2","ba","1,800","sqft","Open: Open Daily Sun- M...","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/b054b9f6338bce2f7bb61a50d5a7cb6d-p_e.jpg","https://www.zillow.com/community/langley-hall/2055282497_zpid/","https://photos.zillowstatic.com/fp/999d108f138a810c49746a77ff7c1c9b-p_e.jpg","https://www.zillow.com/community/langley-hall/2055282497_zpid/","https://photos.zillowstatic.com/fp/4c53e2aee69dfc0629e68978e0ec803c-p_e.jpg","Use arrow keys to navigate","Image 1 of 18","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""495 Washington St #1, Kimberly, ID 83341"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,162""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""495 Washington St #1"",""addressLocality"":""Kimberly"",""addressRegion"":""ID"",""postalCode"":""83341""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":42.53135,""longitude"":-114.35913},""url"":""https://www.zillow.com/homedetails/495-Washington-St-1-Kimberly-ID-83341/2055316791_zpid/""}","","https://www.zillow.com/homedetails/495-Washington-St-1-Kimberly-ID-83341/2055316791_zpid/","495 Washington St #1, Kimberly, ID 83341","KELLER WILLIAMS SUN VALLEY SOUTHERN IDAHO","$349,000","- Active","4","bds","2","ba","2,162","sqft","5 days on Zillow","","","","","https://photos.zillowstatic.com/fp/7602ce5964183c00c703df5d19d86526-p_e.jpg","","","","","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2715 E Lincoln Rd, Idaho Falls, ID 83401"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,886""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2715 E Lincoln Rd"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83401""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.511684,""longitude"":-111.97775},""url"":""https://www.zillow.com/homedetails/2715-E-Lincoln-Rd-Idaho-Falls-ID-83401/76912067_zpid/""}","","https://www.zillow.com/homedetails/2715-E-Lincoln-Rd-Idaho-Falls-ID-83401/76912067_zpid/","2715 E Lincoln Rd, Idaho Falls, ID 83401","EXP REALTY LLC","$399,900","- House for sale","4","bds","3","ba","2,886","sqft","3 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/4d94429e95b16de2992acd7110e0f05c-p_e.jpg","https://www.zillow.com/homedetails/2715-E-Lincoln-Rd-Idaho-Falls-ID-83401/76912067_zpid/","https://photos.zillowstatic.com/fp/1d2c7a021ee195b7ea5093f859b9bfa6-p_e.jpg","https://www.zillow.com/homedetails/2715-E-Lincoln-Rd-Idaho-Falls-ID-83401/76912067_zpid/","https://photos.zillowstatic.com/fp/d4c030546143b3c32fb7af43cefba880-p_e.jpg","Use arrow keys to navigate","Image 1 of 39","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Burden Rd, Salmon, ID 83467"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Burden Rd"",""addressLocality"":""Salmon"",""addressRegion"":""ID"",""postalCode"":""83467""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":44.80398,""longitude"":-113.99183},""url"":""https://www.zillow.com/homedetails/Burden-Rd-Salmon-ID-83467/2062722417_zpid/""}","","https://www.zillow.com/homedetails/Burden-Rd-Salmon-ID-83467/2062722417_zpid/","Burden Rd, Salmon, ID 83467","EXP REALTY LLC","$50,000","- Lot / Land for sale","9.85 acres lot","","","","","","84 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/831afcedab2499e05829eb40c381177a-p_e.jpg","https://www.zillow.com/homedetails/Burden-Rd-Salmon-ID-83467/2062722417_zpid/","https://photos.zillowstatic.com/fp/971f6077a9e871a8752086ee721302aa-p_e.jpg","https://www.zillow.com/homedetails/Burden-Rd-Salmon-ID-83467/2062722417_zpid/","https://photos.zillowstatic.com/fp/9f96fc35067d372ba18543dabf0220e8-p_e.jpg","Use arrow keys to navigate","Image 1 of 11","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1108 S Conservation Ct, Coeur D Alene, ID 83814"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,227""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1108 S Conservation Ct"",""addressLocality"":""Coeur D Alene"",""addressRegion"":""ID"",""postalCode"":""83814""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.67199,""longitude"":-116.832634},""url"":""https://www.zillow.com/homedetails/1108-S-Conservation-Ct-Coeur-D-Alene-ID-83814/204496751_zpid/""}","","https://www.zillow.com/homedetails/1108-S-Conservation-Ct-Coeur-D-Alene-ID-83814/204496751_zpid/","1108 S Conservation Ct, Coeur D Alene, ID 83814","KELLER WILLIAMS REALTY COEUR D'ALENE","$2,200,000","- House for sale","5","bds","4","ba","4,227","sqft","6 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","","https://www.zillow.com/homedetails/1108-S-Conservation-Ct-Coeur-D-Alene-ID-83814/204496751_zpid/","https://photos.zillowstatic.com/fp/7887915350bfa78a6c2d4d19395836db-p_e.jpg","https://www.zillow.com/homedetails/1108-S-Conservation-Ct-Coeur-D-Alene-ID-83814/204496751_zpid/","https://photos.zillowstatic.com/fp/071cb9633b41a438910042080f941a21-p_e.jpg","Use arrow keys to navigate","Image 1 of 69","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""223 Mountainside Blvd, Victor, ID 83455"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""832""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""223 Mountainside Blvd"",""addressLocality"":""Victor"",""addressRegion"":""ID"",""postalCode"":""83455""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.59071,""longitude"":-111.09676},""url"":""https://www.zillow.com/homedetails/223-Mountainside-Blvd-Victor-ID-83455/194658760_zpid/""}","","https://www.zillow.com/homedetails/223-Mountainside-Blvd-Victor-ID-83455/194658760_zpid/","223 Mountainside Blvd, Victor, ID 83455","COMPASS REAL ESTATE","$690,000","- House for sale","2","bds","2","ba","832","sqft","Price cut: $35,000 (Aug 14)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/7c0fa85133961ff82c8f6285a4e420bf-p_e.jpg","https://www.zillow.com/homedetails/223-Mountainside-Blvd-Victor-ID-83455/194658760_zpid/","https://photos.zillowstatic.com/fp/676fe1083264918c48764bee9762edd5-p_e.jpg","https://www.zillow.com/homedetails/223-Mountainside-Blvd-Victor-ID-83455/194658760_zpid/","https://photos.zillowstatic.com/fp/ed915af047b350609df27bf8b49482f4-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3319 Burke Rd, Wallace, ID 83873"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,383""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3319 Burke Rd"",""addressLocality"":""Wallace"",""addressRegion"":""ID"",""postalCode"":""83873""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.50734,""longitude"":-115.87195},""url"":""https://www.zillow.com/homedetails/3319-Burke-Rd-Wallace-ID-83873/114126106_zpid/""}","","https://www.zillow.com/homedetails/3319-Burke-Rd-Wallace-ID-83873/114126106_zpid/","3319 Burke Rd, Wallace, ID 83873","KELLER WILLIAMS REALTY COEUR D'ALENE","$110,000","- House for sale","3","bds","3","ba","2,383","sqft","Price cut: $15,000 (Sep 26)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/55771dc80b15eedce945cf435431bd00-p_e.jpg","https://www.zillow.com/homedetails/3319-Burke-Rd-Wallace-ID-83873/114126106_zpid/","https://photos.zillowstatic.com/fp/66de61ed6a52be38d7f5aa89b4a4081c-p_e.jpg","https://www.zillow.com/homedetails/3319-Burke-Rd-Wallace-ID-83873/114126106_zpid/","https://photos.zillowstatic.com/fp/6aa6b9a2baee4fe85aed180607072756-p_e.jpg","Use arrow keys to navigate","Image 1 of 24","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3719 W Highway 52, Emmett, ID 83617"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3719 W Highway 52"",""addressLocality"":""Emmett"",""addressRegion"":""ID"",""postalCode"":""83617""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.863773,""longitude"":-116.58136},""url"":""https://www.zillow.com/homedetails/3719-W-Highway-52-Emmett-ID-83617/228898306_zpid/""}","","https://www.zillow.com/homedetails/3719-W-Highway-52-Emmett-ID-83617/228898306_zpid/","3719 W Highway 52, Emmett, ID 83617","SILVERCREEK REALTY GROUP","$550,000","- Active","5.19 acres lot","","","","","","Price cut: $50,000 (Sep 23)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/d5748abcbbed661924a7105819a11c2f-p_e.jpg","https://www.zillow.com/homedetails/3719-W-Highway-52-Emmett-ID-83617/228898306_zpid/","https://photos.zillowstatic.com/fp/b380553be543088351b73014f5d48b39-p_e.jpg","https://www.zillow.com/homedetails/3719-W-Highway-52-Emmett-ID-83617/228898306_zpid/","https://photos.zillowstatic.com/fp/749be3ce9b3c85d9059fa2d23c251db5-p_e.jpg","Use arrow keys to navigate","Image 1 of 44","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11610 W Lanktree Gulch Rd, Star, ID 83669"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,574""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11610 W Lanktree Gulch Rd"",""addressLocality"":""Star"",""addressRegion"":""ID"",""postalCode"":""83669""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.734364,""longitude"":-116.49831},""url"":""https://www.zillow.com/homedetails/11610-W-Lanktree-Gulch-Rd-Star-ID-83669/79686378_zpid/""}","","https://www.zillow.com/homedetails/11610-W-Lanktree-Gulch-Rd-Star-ID-83669/79686378_zpid/","11610 W Lanktree Gulch Rd, Star, ID 83669","ALEI INTERNATIONAL","$1,295,000","- Active","3","bds","2","ba","2,574","sqft","Price cut: $60,000 (Jul 21)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/d18bf6df715eb275f7eb8fa315b2517b-p_e.jpg","https://www.zillow.com/homedetails/11610-W-Lanktree-Gulch-Rd-Star-ID-83669/79686378_zpid/","https://photos.zillowstatic.com/fp/1e2f25ff2cdf4fc5d696a3158249878e-p_e.jpg","https://www.zillow.com/homedetails/11610-W-Lanktree-Gulch-Rd-Star-ID-83669/79686378_zpid/","https://photos.zillowstatic.com/fp/330c6deb07579d881079db8ec2fa6aef-p_e.jpg","Use arrow keys to navigate","Image 1 of 26","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10601 N Horseshoe Bend Rd Space 4, Boise, ID 83714"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""980""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10601 N Horseshoe Bend Rd SPACE 4"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83714""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.700394,""longitude"":-116.3148},""url"":""https://www.zillow.com/homedetails/10601-N-Horseshoe-Bend-Rd-SPACE-4-Boise-ID-83714/190077205_zpid/""}","","https://www.zillow.com/homedetails/10601-N-Horseshoe-Bend-Rd-SPACE-4-Boise-ID-83714/190077205_zpid/","10601 N Horseshoe Bend Rd SPACE 4, Boise, ID 83714","BURGUNDY REALTY","$89,900","- Active","2","bds","1","ba","980","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/d7d1e24856df5c7cbd08c84a9c786d95-p_e.jpg","https://www.zillow.com/homedetails/10601-N-Horseshoe-Bend-Rd-SPACE-4-Boise-ID-83714/190077205_zpid/","https://photos.zillowstatic.com/fp/edc1dfb7c49904f36eb8cfa6e453f0a7-p_e.jpg","https://www.zillow.com/homedetails/10601-N-Horseshoe-Bend-Rd-SPACE-4-Boise-ID-83714/190077205_zpid/","https://photos.zillowstatic.com/fp/0255b2a2a2fd55c32cbe12ecb3583138-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2619 W Breneman St, Boise, ID 83702"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2619 W Breneman St"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83702""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.64152,""longitude"":-116.22174},""url"":""https://www.zillow.com/homedetails/2619-W-Breneman-St-Boise-ID-83702/72682646_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 2619 W Breneman St"",""url"":""https://www.zillow.com/homedetails/2619-W-Breneman-St-Boise-ID-83702/72682646_zpid/"",""image"":""https://photos.zillowstatic.com/fp/9234d830d0f4cdd1afb9f25a1b9a8329-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/2619-W-Breneman-St-Boise-ID-83702/72682646_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2619 W Breneman St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2619 W Breneman St"",""postalCode"":""83702"",""addressLocality"":""Boise"",""addressRegion"":""ID""}}],""offers"":{""price"":748000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2619-W-Breneman-St-Boise-ID-83702/72682646_zpid/"",""validFrom"":""2023-09-28""},""performer"":""Keller Williams Realty Boise""}","https://www.zillow.com/homedetails/2619-W-Breneman-St-Boise-ID-83702/72682646_zpid/","2619 W Breneman St, Boise, ID 83702","KELLER WILLIAMS REALTY BOISE","$748,000","- Price Change","4","bds","3","ba","2,070","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","","https://www.zillow.com/homedetails/2619-W-Breneman-St-Boise-ID-83702/72682646_zpid/","https://photos.zillowstatic.com/fp/9234d830d0f4cdd1afb9f25a1b9a8329-p_e.jpg","https://www.zillow.com/homedetails/2619-W-Breneman-St-Boise-ID-83702/72682646_zpid/","https://photos.zillowstatic.com/fp/9975347107ca8c3f66e4d0cc7c85d409-p_e.jpg","Use arrow keys to navigate","Image 1 of 21","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10230 Knights Way, Tetonia, ID 83452"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10230 Knights Way"",""addressLocality"":""Tetonia"",""addressRegion"":""ID"",""postalCode"":""83452""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.87147,""longitude"":-111.10156},""url"":""https://www.zillow.com/homedetails/10230-Knights-Way-Tetonia-ID-83452/338784074_zpid/""}","","https://www.zillow.com/homedetails/10230-Knights-Way-Tetonia-ID-83452/338784074_zpid/","10230 Knights Way, Tetonia, ID 83452","COMPASS REAL ESTATE","$299,000","- Lot / Land for sale","10.37 acres lot","","","","","","114 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/d176ff5ecfac6a95bc0e42239d528b78-p_e.jpg","https://www.zillow.com/homedetails/10230-Knights-Way-Tetonia-ID-83452/338784074_zpid/","https://photos.zillowstatic.com/fp/42be86d904ad037b09cf1f444355f527-p_e.jpg","https://www.zillow.com/homedetails/10230-Knights-Way-Tetonia-ID-83452/338784074_zpid/","https://photos.zillowstatic.com/fp/cac7d76873c5f057349326137802e514-p_e.jpg","Use arrow keys to navigate","Image 1 of 34","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""84 W Elm St, Lava Hot Springs, ID 83246"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,912""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""84 W Elm St"",""addressLocality"":""Lava Hot Springs"",""addressRegion"":""ID"",""postalCode"":""83246""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":42.61869,""longitude"":-112.01331},""url"":""https://www.zillow.com/homedetails/84-W-Elm-St-Lava-Hot-Springs-ID-83246/338467617_zpid/""}","","https://www.zillow.com/homedetails/84-W-Elm-St-Lava-Hot-Springs-ID-83246/338467617_zpid/","84 W Elm St, Lava Hot Springs, ID 83246","SIGNATURE REAL ESTATE","$850,000","- Multi-family home for sale","8","bds","4","ba","2,912","sqft","1 day on Zillow","","","","","https://photos.zillowstatic.com/fp/47f9183a89226952cf6753d755de8ebf-p_e.jpg","","","","","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2221 Terrace Dr, Caldwell, ID 83605"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,128""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2221 Terrace Dr"",""addressLocality"":""Caldwell"",""addressRegion"":""ID"",""postalCode"":""83605""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.684296,""longitude"":-116.671104},""url"":""https://www.zillow.com/homedetails/2221-Terrace-Dr-Caldwell-ID-83605/72343632_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 11:00 AM - 1:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2221-Terrace-Dr-Caldwell-ID-83605/72343632_zpid/"",""startDate"":""2023-09-30T11:00:00"",""endDate"":""2023-09-30T13:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2221 Terrace Dr"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.684296,""longitude"":-116.671104},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2221 Terrace Dr"",""postalCode"":""83605"",""addressLocality"":""Caldwell"",""addressRegion"":""ID""}},""image"":""https://photos.zillowstatic.com/fp/3cc6e108f270335af3841d02767bcd26-p_e.jpg"",""offers"":{""price"":365000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2221-Terrace-Dr-Caldwell-ID-83605/72343632_zpid/"",""validFrom"":""2023-09-30T11:00:00""},""performer"":""Fathom Realty""}","https://www.zillow.com/homedetails/2221-Terrace-Dr-Caldwell-ID-83605/72343632_zpid/","2221 Terrace Dr, Caldwell, ID 83605","FATHOM REALTY","$365,000","- Active","3","bds","2","ba","2,128","sqft","Open: Sat. 11am-1pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/3cc6e108f270335af3841d02767bcd26-p_e.jpg","https://www.zillow.com/homedetails/2221-Terrace-Dr-Caldwell-ID-83605/72343632_zpid/","https://photos.zillowstatic.com/fp/f86f15fe18a495bc6ee94656766ae631-p_e.jpg","https://www.zillow.com/homedetails/2221-Terrace-Dr-Caldwell-ID-83605/72343632_zpid/","https://photos.zillowstatic.com/fp/6341da832908d7a65e2ba8b205aa562e-p_e.jpg","Use arrow keys to navigate","Image 1 of 44","Save this home"
