"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""26784 Chisholm Trl, Blanchard, OK 73010"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,328""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""26784 Chisholm Trl"",""addressLocality"":""Blanchard"",""addressRegion"":""OK"",""postalCode"":""73010""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.099297,""longitude"":-97.624084},""url"":""https://www.zillow.com/homedetails/26784-Chisholm-Trl-Blanchard-OK-73010/2055681581_zpid/""}","https://www.zillow.com/homedetails/26784-Chisholm-Trl-Blanchard-OK-73010/2055681581_zpid/","26784 Chisholm Trl, Blanchard, OK 73010","CROSS C REALTY LLC, Julie Hobson","$405,000","- House for sale","5","bds","3","ba","2,328","sqft","13 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/26784-Chisholm-Trl-Blanchard-OK-73010/2055681581_zpid/","https://photos.zillowstatic.com/fp/6676b9c4af39a0e0dd6d09084e2c2984-p_e.jpg","https://photos.zillowstatic.com/fp/690ec119a7c02f847410bbafc734bd67-p_e.jpg","https://photos.zillowstatic.com/fp/bc0f88eefedb5c3da146f1bc4bf486bf-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2036 Haskell Blvd, Muskogee, OK 74403"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,845""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2036 Haskell Blvd"",""addressLocality"":""Muskogee"",""addressRegion"":""OK"",""postalCode"":""74403""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.74814,""longitude"":-95.34483},""url"":""https://www.zillow.com/homedetails/2036-Haskell-Blvd-Muskogee-OK-74403/21821155_zpid/""}","https://www.zillow.com/homedetails/2036-Haskell-Blvd-Muskogee-OK-74403/21821155_zpid/","2036 Haskell Blvd, Muskogee, OK 74403","SAGELY & EDWARDS REALTORS, Ronnie Brown Jr.","$99,000","- House for sale","4","bds","3","ba","2,845","sqft","Price cut: $20,000 (Sep 13)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2036-Haskell-Blvd-Muskogee-OK-74403/21821155_zpid/","https://photos.zillowstatic.com/fp/6c8315ab56720e902cb105da38688cbe-p_e.jpg","https://photos.zillowstatic.com/fp/17c459190a9f8166d69b6d5637d5f068-p_e.jpg","https://photos.zillowstatic.com/fp/9bca44e823f1f2779aa0ab90e6099125-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1990 S 70th St E, Muskogee, OK 74403"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,478""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1990 S 70th St E"",""addressLocality"":""Muskogee"",""addressRegion"":""OK"",""postalCode"":""74403""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.727177,""longitude"":-95.25986},""url"":""https://www.zillow.com/homedetails/1990-S-70th-St-E-Muskogee-OK-74403/2071645555_zpid/""}","https://www.zillow.com/homedetails/1990-S-70th-St-E-Muskogee-OK-74403/2071645555_zpid/","1990 S 70th St E, Muskogee, OK 74403","KELLER WILLIAMS ADVANTAGE, Myrinda Morgan","$295,000","- House for sale","3","bds","3","ba","1,478","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1990-S-70th-St-E-Muskogee-OK-74403/2071645555_zpid/","https://photos.zillowstatic.com/fp/0d11efdf6ed62cf0666a6d29364ca6fd-p_e.jpg","https://photos.zillowstatic.com/fp/224760006ffbff314104b220e6a2704e-p_e.jpg","https://photos.zillowstatic.com/fp/74319b2e88c6717f8d9cb1d3591a015b-p_e.jpg","Use arrow keys to navigate","Image 1 of 25","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""22186 S Park Hill Rd, Tahlequah, OK 74464"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,350""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""22186 S Park Hill Rd"",""addressLocality"":""Tahlequah"",""addressRegion"":""OK"",""postalCode"":""74464""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.853504,""longitude"":-94.96699},""url"":""https://www.zillow.com/homedetails/22186-S-Park-Hill-Rd-Tahlequah-OK-74464/84255367_zpid/""}","https://www.zillow.com/homedetails/22186-S-Park-Hill-Rd-Tahlequah-OK-74464/84255367_zpid/","22186 S Park Hill Rd, Tahlequah, OK 74464","TENKILLER PROPERTY.COM LLC, Dana Kellner","$192,000","- House for sale","5","bds","3","ba","2,350","sqft","Price cut: $5,000 (Aug 22)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/22186-S-Park-Hill-Rd-Tahlequah-OK-74464/84255367_zpid/","https://photos.zillowstatic.com/fp/cbb60e06319fefb4b0d766b68ad7bb41-p_e.jpg","https://photos.zillowstatic.com/fp/7ea8f2a59b26d435b17511ba858a3a7a-p_e.jpg","https://photos.zillowstatic.com/fp/bf51e2aa2de07c03471c02f75a7e285e-p_e.jpg","Use arrow keys to navigate","Image 1 of 21","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1301 N Carol Ln, Oklahoma City, OK 73127"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,166""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1301 N Carol Ln"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73127""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.482624,""longitude"":-97.62467},""url"":""https://www.zillow.com/homedetails/1301-N-Carol-Ln-Oklahoma-City-OK-73127/21969598_zpid/""}","https://www.zillow.com/homedetails/1301-N-Carol-Ln-Oklahoma-City-OK-73127/21969598_zpid/","1301 N Carol Ln, Oklahoma City, OK 73127","METRO FIRST REALTY, Karen A Barton-Tillery","$180,000","- House for sale","2","bds","2","ba","1,166","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1301-N-Carol-Ln-Oklahoma-City-OK-73127/21969598_zpid/","https://photos.zillowstatic.com/fp/4a447ea84e385d0c1d61f83dc5606271-p_e.jpg","https://photos.zillowstatic.com/fp/4242bfc5a38d0bec6a9d241eb53e5686-p_e.jpg","https://photos.zillowstatic.com/fp/c007a1f914e1ddbecbd7d2dd0394ce05-p_e.jpg","Use arrow keys to navigate","Image 1 of 25","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""840899 S 2nd St, Kendrick, OK 74079"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,440""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""840899 S 2nd St"",""addressLocality"":""Kendrick"",""addressRegion"":""OK"",""postalCode"":""74079""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.783306,""longitude"":-96.777756},""url"":""https://www.zillow.com/homedetails/840899-S-2nd-St-Kendrick-OK-74079/93298831_zpid/""}","https://www.zillow.com/homedetails/840899-S-2nd-St-Kendrick-OK-74079/93298831_zpid/","840899 S 2nd St, Kendrick, OK 74079","COOPER'S LANDING REAL ESTATE, Lana Cooper","$100,000","- House for sale","3","bds","2","ba","1,440","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/840899-S-2nd-St-Kendrick-OK-74079/93298831_zpid/","https://photos.zillowstatic.com/fp/58b749f66cc41d4e44f60ab093537ee9-p_e.jpg","https://photos.zillowstatic.com/fp/746d78bc1c87cccf03f03d9978a429f4-p_e.jpg","https://photos.zillowstatic.com/fp/ac626bafdcf5028f6e3e49d71c063c14-p_e.jpg","Use arrow keys to navigate","Image 1 of 33","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2566 Forest Crossing Dr, Choctaw, OK 73020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,881""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2566 Forest Crossing Dr"",""addressLocality"":""Choctaw"",""addressRegion"":""OK"",""postalCode"":""73020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.440094,""longitude"":-97.30829},""url"":""https://www.zillow.com/homedetails/2566-Forest-Crossing-Dr-Choctaw-OK-73020/123701356_zpid/""}","https://www.zillow.com/homedetails/2566-Forest-Crossing-Dr-Choctaw-OK-73020/123701356_zpid/","2566 Forest Crossing Dr, Choctaw, OK 73020","MODERN ABODE REALTY, Nicole Carrel","$340,000","- House for sale","4","bds","2","ba","1,881","sqft","16 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2566-Forest-Crossing-Dr-Choctaw-OK-73020/123701356_zpid/","https://photos.zillowstatic.com/fp/8b34cdd3f39efdcbed76ad5e1b7abcc2-p_e.jpg","https://photos.zillowstatic.com/fp/b524577da7cd149e06c3757214b174eb-p_e.jpg","https://photos.zillowstatic.com/fp/a4f7f916f03a9d60311ba36b2ec46f5e-p_e.jpg","Use arrow keys to navigate","Image 1 of 43","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2252 County Road 1270, Blanchard, OK 73010"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,870""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2252 County Road 1270"",""addressLocality"":""Blanchard"",""addressRegion"":""OK"",""postalCode"":""73010""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.17504,""longitude"":-97.713455},""url"":""https://www.zillow.com/homedetails/2252-County-Road-1270-Blanchard-OK-73010/2064181303_zpid/""}","https://www.zillow.com/homedetails/2252-County-Road-1270-Blanchard-OK-73010/2064181303_zpid/","2252 County Road 1270, Blanchard, OK 73010","JAVA HOUSE REALTY LLC, Kory Kuykendall","$299,000","- House for sale","3","bds","3","ba","1,870","sqft","22 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2252-County-Road-1270-Blanchard-OK-73010/2064181303_zpid/","https://photos.zillowstatic.com/fp/857d4a3f7233e5a4de552f07c2c52c95-p_e.jpg","https://photos.zillowstatic.com/fp/1282ac79d3cbe4bc2727d2f45c019d5d-p_e.jpg","https://photos.zillowstatic.com/fp/38611d7d1ba5fdf4dda8886bf60ee33a-p_e.jpg","Use arrow keys to navigate","Image 1 of 23","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15909 E 91st St N, Owasso, OK 74055"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,692""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15909 E 91st St N"",""addressLocality"":""Owasso"",""addressRegion"":""OK"",""postalCode"":""74055""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.28747,""longitude"":-95.79588},""url"":""https://www.zillow.com/homedetails/15909-E-91st-St-N-Owasso-OK-74055/64780251_zpid/""}","https://www.zillow.com/homedetails/15909-E-91st-St-N-Owasso-OK-74055/64780251_zpid/","15909 E 91st St N, Owasso, OK 74055","RE/MAX RESULTS, AJ McMath","$324,888","- House for sale","4","bds","3","ba","2,692","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/15909-E-91st-St-N-Owasso-OK-74055/64780251_zpid/","https://photos.zillowstatic.com/fp/2a5764dbfabda504dd72180e207b66a0-p_e.jpg","https://photos.zillowstatic.com/fp/7fad35c3dc77e4db68a4abf56d70631b-p_e.jpg","https://photos.zillowstatic.com/fp/3272c0d40af4915324abc583f24dd277-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""29901 County Road 180, Stillwater, OK 74075"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,578""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""29901 County Road 180"",""addressLocality"":""Stillwater"",""addressRegion"":""OK"",""postalCode"":""74075""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.174686,""longitude"":-97.159355},""url"":""https://www.zillow.com/homedetails/29901-County-Road-180-Stillwater-OK-74075/86073167_zpid/""}","https://www.zillow.com/homedetails/29901-County-Road-180-Stillwater-OK-74075/86073167_zpid/","29901 County Road 180, Stillwater, OK 74075","HAMILWOOD REAL ESTATE, Ryan A Young","$319,900","- House for sale","4","bds","2","ba","2,578","sqft","Price cut: $15,000 (Aug 21)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/29901-County-Road-180-Stillwater-OK-74075/86073167_zpid/","https://photos.zillowstatic.com/fp/09afbabb3817bdf1cd2c260468899e57-p_e.jpg","https://photos.zillowstatic.com/fp/6413a5711e0e9e451a0d52848c3e39bd-p_e.jpg","https://photos.zillowstatic.com/fp/750a7baded8f34565d9b6b3b5cafaddb-p_e.jpg","Use arrow keys to navigate","Image 1 of 34","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8432 NW 82nd St, Oklahoma City, OK 73132"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,604""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8432 NW 82nd St"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73132""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.556103,""longitude"":-97.66584},""url"":""https://www.zillow.com/homedetails/8432-NW-82nd-St-Oklahoma-City-OK-73132/21950022_zpid/""}","https://www.zillow.com/homedetails/8432-NW-82nd-St-Oklahoma-City-OK-73132/21950022_zpid/","8432 NW 82nd St, Oklahoma City, OK 73132","EXP REALTY, Cody Brewer","$299,900","- House for sale","3","bds","3","ba","2,604","sqft","30 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/8432-NW-82nd-St-Oklahoma-City-OK-73132/21950022_zpid/","https://photos.zillowstatic.com/fp/18b6119647c5af34b4b282b65e6b4e8d-p_e.jpg","https://photos.zillowstatic.com/fp/a54ea79ba5ff69fbbc8c9df663430255-p_e.jpg","https://photos.zillowstatic.com/fp/a749e0ae6a05ba7e0f1b8e58551d9445-p_e.jpg","Use arrow keys to navigate","Image 1 of 39","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""814 E Elgin Pl, Broken Arrow, OK 74012"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""912""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""814 E Elgin Pl"",""addressLocality"":""Broken Arrow"",""addressRegion"":""OK"",""postalCode"":""74012""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.05603,""longitude"":-95.7812},""url"":""https://www.zillow.com/homedetails/814-E-Elgin-Pl-Broken-Arrow-OK-74012/22251157_zpid/""}","https://www.zillow.com/homedetails/814-E-Elgin-Pl-Broken-Arrow-OK-74012/22251157_zpid/","814 E Elgin Pl, Broken Arrow, OK 74012","COLDWELL BANKER SELECT, Kristin N Winton","$139,900","- Foreclosure","2","bds","1","ba","912","sqft","29 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/814-E-Elgin-Pl-Broken-Arrow-OK-74012/22251157_zpid/","https://photos.zillowstatic.com/fp/2db0e4f0ebc0261d8bc991c9a4185a33-p_e.jpg","https://photos.zillowstatic.com/fp/0a620775e82a7e08f9135aabebfe37c0-p_e.jpg","https://photos.zillowstatic.com/fp/0d4ce437f8ba530e06081160a08e7eca-p_e.jpg","Use arrow keys to navigate","Image 1 of 10","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11211 N 1928th Rd, Sayre, OK 73662"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,456""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11211 N 1928th Rd"",""addressLocality"":""Sayre"",""addressRegion"":""OK"",""postalCode"":""73662""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.391457,""longitude"":-99.54439},""url"":""https://www.zillow.com/homedetails/11211-N-1928th-Rd-Sayre-OK-73662/2062726893_zpid/""}","https://www.zillow.com/homedetails/11211-N-1928th-Rd-Sayre-OK-73662/2062726893_zpid/","11211 N 1928th Rd, Sayre, OK 73662","WESTERN OKLAHOMA REALTY LLC, Janet Redd","$194,000","- House for sale","3","bds","1","ba","1,456","sqft","2 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/11211-N-1928th-Rd-Sayre-OK-73662/2062726893_zpid/","https://photos.zillowstatic.com/fp/0f0279ba061cab33c84591f7901e4588-p_e.jpg","https://photos.zillowstatic.com/fp/d8ad0d36657b00f3447a60d3db900650-p_e.jpg","https://photos.zillowstatic.com/fp/1d419ca435bc58612c56319dcfd24cdb-p_e.jpg","Use arrow keys to navigate","Image 1 of 33","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2114 N Mistletoe Ln, Edmond, OK 73034"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,116""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2114 N Mistletoe Ln"",""addressLocality"":""Edmond"",""addressRegion"":""OK"",""postalCode"":""73034""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.67629,""longitude"":-97.45554},""url"":""https://www.zillow.com/homedetails/2114-N-Mistletoe-Ln-Edmond-OK-73034/22031200_zpid/""}","https://www.zillow.com/homedetails/2114-N-Mistletoe-Ln-Edmond-OK-73034/22031200_zpid/","2114 N Mistletoe Ln, Edmond, OK 73034","CHINOWTH & COHEN, Christopher Hall","$435,000","- House for sale","3","bds","3","ba","3,116","sqft","Open: Sun. 2-5pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2114-N-Mistletoe-Ln-Edmond-OK-73034/22031200_zpid/","https://photos.zillowstatic.com/fp/8280930b863ada8e41215e8848f8a963-p_e.jpg","https://photos.zillowstatic.com/fp/979be8040f8848bb69e72b4b91a4dc82-p_e.jpg","https://photos.zillowstatic.com/fp/63f28af89ecfb7a235eb71866be4feb9-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4221 Snowy Owl Dr, Norman, OK 73072"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,504""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4221 Snowy Owl Dr"",""addressLocality"":""Norman"",""addressRegion"":""OK"",""postalCode"":""73072""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.16679,""longitude"":-97.42405},""url"":""https://www.zillow.com/homedetails/4221-Snowy-Owl-Dr-Norman-OK-73072/79750620_zpid/""}","https://www.zillow.com/homedetails/4221-Snowy-Owl-Dr-Norman-OK-73072/79750620_zpid/","4221 Snowy Owl Dr, Norman, OK 73072","BAILEE & CO. REAL ESTATE, Bailee Edwards","$240,000","- House for sale","3","bds","2","ba","1,504","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4221-Snowy-Owl-Dr-Norman-OK-73072/79750620_zpid/","https://photos.zillowstatic.com/fp/c9942d41c35b160b92e4a5aa72c47363-p_e.jpg","https://photos.zillowstatic.com/fp/47a3c44015e8c34ea9f1c382f4656ca6-p_e.jpg","https://photos.zillowstatic.com/fp/3d4219b1e82f1536b44d003c2798058e-p_e.jpg","Use arrow keys to navigate","Image 1 of 41","Save this home"
