"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""629 S 285 E #14, Ivins, UT 84738"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,710""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""629 S 285 E #14"",""addressLocality"":""Ivins"",""addressRegion"":""UT"",""postalCode"":""84738""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.156796,""longitude"":-113.67254},""url"":""https://www.zillow.com/homedetails/629-S-285-E-14-Ivins-UT-84738/2055874457_zpid/""}","https://www.zillow.com/homedetails/629-S-285-E-14-Ivins-UT-84738/2055874457_zpid/","629 S 285 E #14, Ivins, UT 84738","RE/MAX ASSOCIATES ST GEORGE","$399,000","- House for sale","3","bds","3","ba","1,710","sqft","Price cut: $21,000 (Sep 18)","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/629-S-285-E-14-Ivins-UT-84738/2055874457_zpid/","https://photos.zillowstatic.com/fp/513a4dbe352de23353fe2da981bb7ec0-p_e.jpg","https://photos.zillowstatic.com/fp/72b128846cb68040286dbd560ee40318-p_e.jpg","https://photos.zillowstatic.com/fp/0567eb6de119ccd22ed55da7ede5d28f-p_e.jpg","Use arrow keys to navigate","Image 1 of 47","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2238 W War Admiral Ln, Cedar City, UT 84721"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,110""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2238 W War Admiral Ln"",""addressLocality"":""Cedar City"",""addressRegion"":""UT"",""postalCode"":""84721""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.74514,""longitude"":-113.091034},""url"":""https://www.zillow.com/homedetails/2238-W-War-Admiral-Ln-Cedar-City-UT-84721/249438392_zpid/""}","https://www.zillow.com/homedetails/2238-W-War-Admiral-Ln-Cedar-City-UT-84721/249438392_zpid/","2238 W War Admiral Ln, Cedar City, UT 84721","CENTURY 21 EVEREST ST GEORGE","$489,000","- House for sale","5","bds","3","ba","3,110","sqft","50 days on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2238-W-War-Admiral-Ln-Cedar-City-UT-84721/249438392_zpid/","https://photos.zillowstatic.com/fp/e7bfeed8cad9b6b411cab36658381e1c-p_e.jpg","https://photos.zillowstatic.com/fp/ab1f9477d7e2f52002ba744181946e81-p_e.jpg","https://photos.zillowstatic.com/fp/e713ab642580bbf11fab9b26c6c5d04a-p_e.jpg","Use arrow keys to navigate","Image 1 of 48","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3725 N 100 E, Provo, UT 84604"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,997""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3725 N 100 E"",""addressLocality"":""Provo"",""addressRegion"":""UT"",""postalCode"":""84604""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.28304,""longitude"":-111.65695},""url"":""https://www.zillow.com/homedetails/3725-N-100-E-Provo-UT-84604/11914641_zpid/""}","https://www.zillow.com/homedetails/3725-N-100-E-Provo-UT-84604/11914641_zpid/","3725 N 100 E, Provo, UT 84604","WASATCH LIFE REALTY","$815,000","- House for sale","6","bds","4","ba","3,997","sqft","54 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/3725-N-100-E-Provo-UT-84604/11914641_zpid/","https://photos.zillowstatic.com/fp/74ab1a20fa66aed712359566a97f9f92-p_e.jpg","https://photos.zillowstatic.com/fp/2e8da3931ac4b8e349844b127f6f8ba9-p_e.jpg","https://photos.zillowstatic.com/fp/4b24058319c0c126c1e838e449a6bdb0-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1130 E High Cedar Highlands Dr, Cedar City, UT 84720"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,448""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1130 E High Cedar Highlands Dr"",""addressLocality"":""Cedar City"",""addressRegion"":""UT"",""postalCode"":""84720""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.636894,""longitude"":-113.038635},""url"":""https://www.zillow.com/homedetails/1130-E-High-Cedar-Highlands-Dr-Cedar-City-UT-84720/249456976_zpid/""}","https://www.zillow.com/homedetails/1130-E-High-Cedar-Highlands-Dr-Cedar-City-UT-84720/249456976_zpid/","1130 E High Cedar Highlands Dr, Cedar City, UT 84720","","$599,000","- House for sale","3","bds","3","ba","2,448","sqft","42 days on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1130-E-High-Cedar-Highlands-Dr-Cedar-City-UT-84720/249456976_zpid/","https://photos.zillowstatic.com/fp/38dd647a427c85438ce0749b303918df-p_e.jpg","https://photos.zillowstatic.com/fp/f760a89ba429f7eab894f7c6675c18cd-p_e.jpg","https://photos.zillowstatic.com/fp/c6dfb1b0d7e07b69849d56c3c5206c4f-p_e.jpg","Use arrow keys to navigate","Image 1 of 43","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8448 S Crystal Creek Dr, West Jordan, UT 84081"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,244""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8448 S Crystal Creek Dr"",""addressLocality"":""West Jordan"",""addressRegion"":""UT"",""postalCode"":""84081""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.597984,""longitude"":-112.02865},""url"":""https://www.zillow.com/homedetails/8448-S-Crystal-Creek-Dr-West-Jordan-UT-84081/72628801_zpid/""}","https://www.zillow.com/homedetails/8448-S-Crystal-Creek-Dr-West-Jordan-UT-84081/72628801_zpid/","8448 S Crystal Creek Dr, West Jordan, UT 84081","STRATUS REAL ESTATE SOLUTIONS, LLC (SOUTH VALLEY)","$569,000","- House for sale","4","bds","2","ba","2,244","sqft","Open: Sat. 12-2pm","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/8448-S-Crystal-Creek-Dr-West-Jordan-UT-84081/72628801_zpid/","https://photos.zillowstatic.com/fp/3d56ef0474ad2a9ac8b2eeac9c91af71-p_e.jpg","https://photos.zillowstatic.com/fp/ea37166cea96399c4971c4e22059b3b1-p_e.jpg","https://photos.zillowstatic.com/fp/09402d6304d67a98dc7e9ac2d80813ce-p_e.jpg","Use arrow keys to navigate","Image 1 of 22","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1124 N 75 W, Layton, UT 84041"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,886""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1124 N 75 W"",""addressLocality"":""Layton"",""addressRegion"":""UT"",""postalCode"":""84041""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.076378,""longitude"":-111.9666},""url"":""https://www.zillow.com/homedetails/1124-N-75-W-Layton-UT-84041/12691374_zpid/""}","https://www.zillow.com/homedetails/1124-N-75-W-Layton-UT-84041/12691374_zpid/","1124 N 75 W, Layton, UT 84041","COMMERCIAL REALTY BROKERS LLC","$499,000","- House for sale","4","bds","3","ba","1,886","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1124-N-75-W-Layton-UT-84041/12691374_zpid/","https://photos.zillowstatic.com/fp/8d77494cdbd8340ccc12c5d59def625e-p_e.jpg","https://photos.zillowstatic.com/fp/c13f2ed9e5e7c0cb1291c9edfe72dfb6-p_e.jpg","https://photos.zillowstatic.com/fp/d8d8ad23c713298000f8919eaf99947d-p_e.jpg","Use arrow keys to navigate","Image 1 of 22","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""344 N 300 W, Salt Lake City, UT 84103"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,795""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""344 N 300 W"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84103""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.777,""longitude"":-111.8992},""url"":""https://www.zillow.com/homedetails/344-N-300-W-Salt-Lake-City-UT-84103/12716180_zpid/""}","https://www.zillow.com/homedetails/344-N-300-W-Salt-Lake-City-UT-84103/12716180_zpid/","344 N 300 W, Salt Lake City, UT 84103","REAL BROKER, LLC","$499,900","- House for sale","3","bds","2","ba","1,795","sqft","5 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/344-N-300-W-Salt-Lake-City-UT-84103/12716180_zpid/","https://photos.zillowstatic.com/fp/1f357eb559cbaf5f4ea539d33ba49394-p_e.jpg","https://photos.zillowstatic.com/fp/07714a479a1277c74148556d94eae5b5-p_e.jpg","https://photos.zillowstatic.com/fp/f25031a2a2ab02e4af8bd9c0257cd796-p_e.jpg","Use arrow keys to navigate","Image 1 of 21","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""387 S 1000 E, Santaquin, UT 84655"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,028""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""387 S 1000 E"",""addressLocality"":""Santaquin"",""addressRegion"":""UT"",""postalCode"":""84655""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.969532,""longitude"":-111.76462},""url"":""https://www.zillow.com/homedetails/387-S-1000-E-Santaquin-UT-84655/68909216_zpid/""}","https://www.zillow.com/homedetails/387-S-1000-E-Santaquin-UT-84655/68909216_zpid/","387 S 1000 E, Santaquin, UT 84655","EQUITY REAL ESTATE (PROSPER GROUP)","$524,900","- House for sale","3","bds","2","ba","3,028","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/387-S-1000-E-Santaquin-UT-84655/68909216_zpid/","https://photos.zillowstatic.com/fp/8f295ff504fc9ca690fc505c42191d16-p_e.jpg","https://photos.zillowstatic.com/fp/aa8ca74f976e6a62e1a0053345e3586e-p_e.jpg","https://photos.zillowstatic.com/fp/bf37480110b9c33fa07de7a47a345629-p_e.jpg","Use arrow keys to navigate","Image 1 of 28","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""948 S James Ct, Salt Lake City, UT 84111"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""681""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""948 S James Ct"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84111""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.748493,""longitude"":-111.87767},""url"":""https://www.zillow.com/homedetails/948-S-James-Ct-Salt-Lake-City-UT-84111/12757177_zpid/""}","https://www.zillow.com/homedetails/948-S-James-Ct-Salt-Lake-City-UT-84111/12757177_zpid/","948 S James Ct, Salt Lake City, UT 84111","CENTURY 21 EVEREST","$425,000","- House for sale","2","bds","2","ba","681","sqft","12 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/948-S-James-Ct-Salt-Lake-City-UT-84111/12757177_zpid/","https://photos.zillowstatic.com/fp/47713aa871ac03919076d9acdf041637-p_e.jpg","https://photos.zillowstatic.com/fp/4946db95f776ae56931592703e784bb4-p_e.jpg","https://photos.zillowstatic.com/fp/5b47456e72f90b5e017081ddc750b80e-p_e.jpg","Use arrow keys to navigate","Image 1 of 21","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""162 W Main St, Eureka, UT 84628"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,703""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""162 W Main St"",""addressLocality"":""Eureka"",""addressRegion"":""UT"",""postalCode"":""84628""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.955235,""longitude"":-112.11827},""url"":""https://www.zillow.com/homedetails/162-W-Main-St-Eureka-UT-84628/114684511_zpid/""}","https://www.zillow.com/homedetails/162-W-Main-St-Eureka-UT-84628/114684511_zpid/","162 W Main St, Eureka, UT 84628","SMART MOVES REALTY INC.","$140,000","- House for sale","5","bds","1","ba","1,703","sqft","40 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/162-W-Main-St-Eureka-UT-84628/114684511_zpid/","https://photos.zillowstatic.com/fp/2b45d1f7854e924b2ac17aa3170f7dc2-p_e.jpg","https://photos.zillowstatic.com/fp/1aa15571cf607704d51d70522893cbd6-p_e.jpg","https://photos.zillowstatic.com/fp/045df28fe2398fc7de2eab7792677844-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14374 S Irisfield Cir, Draper, UT 84020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,897""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14374 S Irisfield Cir"",""addressLocality"":""Draper"",""addressRegion"":""UT"",""postalCode"":""84020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.489857,""longitude"":-111.88736},""url"":""https://www.zillow.com/homedetails/14374-S-Irisfield-Cir-Draper-UT-84020/35982591_zpid/""}","https://www.zillow.com/homedetails/14374-S-Irisfield-Cir-Draper-UT-84020/35982591_zpid/","14374 S Irisfield Cir, Draper, UT 84020","COLDWELL BANKER REALTY (UNION HEIGHTS)","$630,000","- House for sale","4","bds","4","ba","2,897","sqft","8 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/14374-S-Irisfield-Cir-Draper-UT-84020/35982591_zpid/","https://photos.zillowstatic.com/fp/7cf6153b5a7479fc95dc33a48962cf4a-p_e.jpg","https://photos.zillowstatic.com/fp/bf5690027f3fb2bdaacfcddad67173c4-p_e.jpg","https://photos.zillowstatic.com/fp/65b4dcf115886c11f8dcf360ac8e9f1f-p_e.jpg","Use arrow keys to navigate","Image 1 of 41","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4830 S 3450 W, Roy, UT 84067"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,577""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4830 S 3450 W"",""addressLocality"":""Roy"",""addressRegion"":""UT"",""postalCode"":""84067""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.175148,""longitude"":-112.06317},""url"":""https://www.zillow.com/homedetails/4830-S-3450-W-Roy-UT-84067/11990092_zpid/""}","https://www.zillow.com/homedetails/4830-S-3450-W-Roy-UT-84067/11990092_zpid/","4830 S 3450 W, Roy, UT 84067","REAL BROKER, LLC","$389,000","- House for sale","2","bds","2","ba","1,577","sqft","Open: Sat. 12-2pm","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4830-S-3450-W-Roy-UT-84067/11990092_zpid/","https://photos.zillowstatic.com/fp/b36a1653a72dabfec23f04f89331bf31-p_e.jpg","https://photos.zillowstatic.com/fp/92e3db98e7cdd7f62b4901c59386fbd5-p_e.jpg","https://photos.zillowstatic.com/fp/89f38e2530658bd5169d3225dea33d75-p_e.jpg","Use arrow keys to navigate","Image 1 of 25","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1390 S Ambassador Way, Salt Lake City, UT 84108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,914""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1390 S Ambassador Way"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74022,""longitude"":-111.81358},""url"":""https://www.zillow.com/homedetails/1390-S-Ambassador-Way-Salt-Lake-City-UT-84108/12763837_zpid/""}","https://www.zillow.com/homedetails/1390-S-Ambassador-Way-Salt-Lake-City-UT-84108/12763837_zpid/","1390 S Ambassador Way, Salt Lake City, UT 84108","UNITED REAL ESTATE ADVANTAGE","$1,799,999","- House for sale","5","bds","4","ba","4,914","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1390-S-Ambassador-Way-Salt-Lake-City-UT-84108/12763837_zpid/","https://photos.zillowstatic.com/fp/df827a272ff3f6384f3758fff73aad07-p_e.jpg","https://photos.zillowstatic.com/fp/6053964b6d0356068f4f8fe17f087d46-p_e.jpg","https://photos.zillowstatic.com/fp/4e63ecb0648fcdbd07aa86f39057ab39-p_e.jpg","Use arrow keys to navigate","Image 1 of 41","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8981 S Clyde Lake Cir, Heber City, UT 84032"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,450""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8981 S Clyde Lake Cir"",""addressLocality"":""Heber City"",""addressRegion"":""UT"",""postalCode"":""84032""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.492634,""longitude"":-111.27366},""url"":""https://www.zillow.com/homedetails/8981-S-Clyde-Lake-Cir-Heber-City-UT-84032/2058522599_zpid/""}","https://www.zillow.com/homedetails/8981-S-Clyde-Lake-Cir-Heber-City-UT-84032/2058522599_zpid/","8981 S Clyde Lake Cir, Heber City, UT 84032","WINDERMERE REAL ESTATE (HOLLADAY)","$1,395,000","- House for sale","4","bds","4","ba","3,450","sqft","Price cut: $100,000 (Sep 25)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/8981-S-Clyde-Lake-Cir-Heber-City-UT-84032/2058522599_zpid/","https://photos.zillowstatic.com/fp/56311f88928d3ca1b08d07090e28d487-p_e.jpg","https://photos.zillowstatic.com/fp/80227428373a053ac95c393864b4b92d-p_e.jpg","https://photos.zillowstatic.com/fp/4bb2a91bc0ac6a79076051729d655d09-p_e.jpg","Use arrow keys to navigate","Image 1 of 64","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""495 Upper Evergreen Dr, Park City, UT 84098"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,055""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""495 Upper Evergreen Dr"",""addressLocality"":""Park City"",""addressRegion"":""UT"",""postalCode"":""84098""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74361,""longitude"":-111.616035},""url"":""https://www.zillow.com/homedetails/495-Upper-Evergreen-Dr-Park-City-UT-84098/68839729_zpid/""}","https://www.zillow.com/homedetails/495-Upper-Evergreen-Dr-Park-City-UT-84098/68839729_zpid/","495 Upper Evergreen Dr, Park City, UT 84098","WINDERMERE RE UTAH - PARK CITY","$1,295,000","- House for sale","4","bds","3","ba","3,055","sqft","3D Tour","https://photos.zillowstatic.com/fp/353f9650d9c604248c2f43c75968453d-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/495-Upper-Evergreen-Dr-Park-City-UT-84098/68839729_zpid/","https://photos.zillowstatic.com/fp/011153fb5974e75b8fcf3daa596a17cb-p_e.jpg","https://photos.zillowstatic.com/fp/1c889107cddb3ba9761730ea181e6c75-p_e.jpg","https://photos.zillowstatic.com/fp/29944c8520a398f170d5335dc407d520-p_e.jpg","Use arrow keys to navigate","Image 1 of 31","Save this home"
